,code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_1kg
4210,6416453054691,Jaffa Vihreät Kuulat,24kpl/300g,"Plastic,Cardboard,Non-corrugated cardboard,Pp-polypropylene",Fazer,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Jaffa cakes",,Avainlippu,Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Jaffa cakes,2.5
4211,6416453061552,Tutti Frutti Filled Liquorice,120g,Plastic-bag,"Tutti-frutti,Fazer","Snacks,Sweet snacks,Confectioneries,Candies",,"Vegetarian,Vegan,No gelatin",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Candies,2.95
4212,6416453064058,Vihreitä kuulia hedelmämakeinen,180g,"Plastic,Bag,Other-plastics",Fazer,"Plant-based foods and beverages,Plant-based foods,Snacks,Breakfasts,Spreads,Sweet snacks,Confectioneries,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Candies,Fruit jellies",,"Vegetarian,Vegan,Avainlippu",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Fruit jellies,2.95
4213,6416453066403,Tutti Frutti Summer Rings,180 g,"Plastic,Other-plastics",Fazer,"Snacks,Sweet snacks,Confectioneries,Candies",,"Vegetarian,Vegan,Avainlippu,Green Dot,No artificial colors,No gelatin",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Candies,2.95
4214,6416453071537,Julia,320g,"Cardboard,Non-corrugated cardboard",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Milk chocolate candies",,EAC,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Milk chocolate candies,2.95
4215,6416453071605,Vihreitä kuulia suklaakonvehteja,320 g,"Cardboard,Non-corrugated cardboard",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,"EAC,fi:100-vastuullinen-kaakao",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4216,6416453071612,Pihlaja Suklaakonvehteja,320g,"Plastic,Pet-polyethylene-terephthalate,Cardboard,Non-corrugated cardboard",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,"Avainlippu,EAC",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4217,6416453071858,Omar Chocolate,320g,"Cardboard,Non-corrugated cardboard",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,EAC,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4218,6416453072107,Avec,200g,"Cardboard,Non-corrugated cardboard",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies",,EAC,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Chocolate candies,2.95
4219,6416453072336,Pätkis,320g,"Cardboard,Non-corrugated cardboard",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,EAC,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4220,6416453073043,Fasupala mansikka megapack,500 g,Plastic,Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Bars,Chocolate candies,Bars-covered-with-chocolate,Chocolate biscuity bars",,Avainlippu,Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Chocolate biscuity bars,2.5
4221,6416453073838,Fasupala Pätkis,400g,"Plastic,Pp-polypropylene",Fazer,"Snacks,Sweet snacks,Confectioneries,Biscuits and cakes,Biscuits,Chocolate biscuits,Pastries,Wafers,Stuffed wafers,Waffles,Chocolate stuffed wafers,Stuffed waffles",,Avainlippu,Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Stuffed waffles,2.5
4222,6416453074316,Domino Marianne,350g,"Plastic,Box,Cardboard,Non-corrugated cardboard,Pp-polypropylene,Wrapper",Fazer,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Filled biscuits,Chocolate sandwich cookies",,"Vegetarian,Vegan,Avainlippu,No lactose",Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Chocolate sandwich cookies,2.5
4223,6416453432178,Remix Mad Fruit,750g,"Plastic,Pp-polypropylene",Fazer,"Snacks,Sweet snacks,Confectioneries,Candies",,Avainlippu,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Candies,2.95
4224,6416453554214,Domino Piparkakku,175g (13),"Plastic,Box,Cardboard,Non-corrugated cardboard,Pp-polypropylene,Wrapper",Fazer,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Filled biscuits",,Avainlippu,Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Filled biscuits,2.5
4225,6416453554306,Jaffa Ässä,300g (24),"Plastic,Pp-polypropylene,Box,Cardboard,Non-corrugated cardboard,Wrapper",Fazer,"Snacks,Desserts,Sweet snacks,Biscuits and cakes,Jaffa cakes",,"Avainlippu,Low lactose - Finland",Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Jaffa cakes,2.5
4226,6416453554641,Jaffakeksi,300 g (24),"Plastic,Cardboard,PP 5 - Polypropylene,Box,Non-corrugated cardboard,Container",Fazer,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Jaffa cakes,Soft cake filled with fruits",,Avainlippu,Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Soft cake filled with fruits,2.5
4227,6416453554801,Jaffa,"300g, 24kpl","Plastic,Cardboard,Non-corrugated cardboard,Pp-polypropylene",Fazer,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Filled biscuits,Jaffa cakes",,"Avainlippu,fi:valmistettu-suomessa",Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Jaffa cakes,2.5
4228,6416492025812,Täysrukiinen Reikäleipä,450 g,"Cardboard,Paperboard",Viipurilainen-kotileipomo,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Wholemeal breads",,fi:Hyvää Suomesta,Finland,b,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Wholemeal breads,2.5
4229,6416597814342,"Elovena annospikapuuro omena, mustikka ja vadelma",35 g,fi:pahvi-muovi,Elovena,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Porridge,fi:pikapuuro",,"PEFC,fi:joutsen",Finland,unknown,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,fi:pikapuuro,2.65
4230,6416627005191,Piispanmunkki,200 g (2),"Plastic,fi:kuplapakkaus",Jokioisten-leipa,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts,Jam doughnuts",,"Avainlippu,No lactose",Finland,d,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Jam doughnuts,2.5
4231,6416961002498,Vege Vuusto Gouda,100 g,Plastic,Porlammin-vege-plus,"Plant-based foods and beverages,Dairies,Fermented foods,Plant-based foods,Fermented milk products,Cheeses,Fats,Vegetable fats",,"No gluten,Vegetarian,Vegan,No lactose,No soy",Finland,e,Fat and sauces,Fats,"Fats and sauces,Fats",,,Vegetable fats,6.05
4232,6417200023205,Iso piippu,100 g,Plastic,Kouvolan-lakritsi,"Snacks,Sweet snacks,Confectioneries,Candies",,Avainlippu,Finland,d,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Candies,2.95
4233,6417200023984,Lakumakeinen,150g,"Plastic,Bag",Kouvolan-lakritsi,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,"fi:suomen-paras,fi:valmistettu-suomalaisella-biokaasulla,fi:valmistettu-suomessa",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4234,6417700053030,Emännän puolikarkea vehnäjauho,1kg,"Paper,Bag",Myllyn-paras,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours",,Avainlippu,Finland,a,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",,,Wheat flours,2.65
4235,6417700053474,Neljän viljan pikahiutale,450 g,"Cardboard,Paperboard",Myllyn-paras,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Blend of rolled cereal flakes",,"Source of fibre,Avainlippu,High fibres",Finland,a,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Blend of rolled cereal flakes,2.65
4236,6417775000007,100% Ruis,360 g,"Cardboard,Paperboard",Tuulos-rieva,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rye breads",,"fi:Hyvää Suomesta,fi:hiivaton,fi:lähileipä",Finland,unknown,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Rye breads,2.5
4237,6417777051090,ProFIT proteiinivanukas valkosuklaa-fudge,150g,"Metal,Plastic,Recyclable Metals,Aluminium,Ps-polystyrene",Maitokolmio,"Dairies,Desserts,Dairy desserts,Puddings",,"Source of proteins,High proteins,No lactose,Without sweeteners",Finland,a,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",,,Puddings,2.05
4238,6417777052059,Tupla+ Protein Pudding Choco Toffee,180g,"Metal,Plastic,Recyclable Metals,Aluminium,Ps-polystyrene",Maitokolmio,"Desserts,Puddings",,"Source of proteins,High proteins,No added sugar,No lactose",Finland,a,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",,,Puddings,2.05
4239,6417781007274,Kevytmaito,"0,5 l","Multilayer-composite,Tetra Pak,Tetra Rex",Satamaito,"Dairies,Milks",,"Carbon Trust,FSC,FSC Mix",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,1.05
4240,6417781007359,Täysmaito,1 L,"Cardboard,Paperboard",Satamaito,"Dairies,Milks,Pasteurised milks,Whole milks",,fi:Hyvää Suomesta,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Whole milks,1.05
4241,6417781007632,Laktoositon AB-piimä,1 L,"Multilayer-composite,Tetra Pak,Tetra Rex",Satamaito,"Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Fermented drinks,Fermented milk drinks,Kefir",,"FSC,FSC Mix",Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Kefir,1.05
4242,6417801801004,Supermysli Mansikka ja Vadelma,400 g,"Cardboard,Paperboard,HDPE 2 - High-density polyethylene","Pauluns,Orkla","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",,"Source of fibre,FSC,FSC Mix,High fibres,No added sugar",Finland,a,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Mueslis with fruits,2.65
4243,6417801801011,Supermysli mango ja kookos,400 g,"Cardboard,Paperboard,HDPE 2 - High-density polyethylene",Pauluns,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis",,"Source of fibre,FSC,FSC Mix,High fibres,No added sugar",Finland,d,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Mueslis,2.65
4244,6417801801073,Supermysli Mustikka ja Vanilja,500 g,"Cardboard,Paperboard,HDPE 2 - High-density polyethylene","Pauluns,Orkla","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis",,"Source of fibre,FSC,High fibres,No added sugar,fi:Sydänmerkki",Finland,a,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Mueslis,2.65
4245,6417801801257,"Paleo Granola Kookos, Mustikka ja Manteri",350 g,"Plastic,Cardboard,Ldpe-low-density-polyethylene,Paperboard",Pauluns,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis",,"Source of proteins,High proteins",Finland,d,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Mueslis,2.65
4246,6417801801271,Mustikka ja sitruuna granola,450 g,"Cardboard,Paperboard,HDPE 2 - High-density polyethylene","Pauluns,Orkla","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis",,"Source of fibre,FSC,FSC Mix,High fibres,No added sugar",Finland,c,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Mueslis,2.65
4247,6417801801318,Hasselpähkinävoilla maustettu pehmeä mysli,375 g,"Cardboard,Paperboard,HDPE 2 - High-density polyethylene","Pauluns,Orkla","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis",,"Source of fibre,FSC,FSC Mix,High fibres,No added sugar",Finland,c,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Mueslis,2.65
4248,6417808290634,Tomaatti-Chili salaattikastike,375 g,Plastic,Felix,"Condiments,Sauces,Salad dressings,Groceries",,"No gluten,Vegetarian,Vegan,No lactose",Finland,d,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",,,Groceries,4.607
4249,6417867251560,Piparisuklaa,80g,"Plastic,Wrapper",Kultasuklaa,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Milk chocolates,Milk chocolate bar",,"Sustainable farming,Avainlippu,UTZ Certified,UTZ Certified Cocoa,fi:valmistettu-suomessa",Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Milk chocolate bar,2.95
4250,6417901008860,Vanilja Pingviini kermajäätelö,120 ml,"Cardboard,Paperboard","Pingviini,Nestlé","Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream in individual cup",,"Avainlippu,No lactose",Finland,d,Milk and dairy products,Ice cream,"Milk and dairy products,Ice cream",,,Ice cream in individual cup,2.6
4251,6418337210957,Ohrarieska,250 g,fi:muovipussi,Aholan-kotileipomo,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,fi:rieskat",,"fi:käsintehty,fi:maakuntien-parhaat",Finland,c,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,fi:rieskat,2.5
4252,6418654002099,Messina,330 ml,"Metal,Recyclable Metals,Aluminium,Can",Laitilan,"Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Sodas,Fruit sodas,Sweetened beverages",,No preservatives,Finland,e,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Sweetened beverages,0.55
4253,6418654005434,Pils alkoholiton olut,33 cl,fi:alumiini,Laitilan-kukko,"Beverages,Non-alcoholic beverages,Non-alcoholic beers",,No gluten,Finland,b,Beverages,Unsweetened beverages,"Beverages,Unsweetened beverages",,,Non-alcoholic beers,0.55
4254,6418654005441,Kukko IPA alkoholiton olut,33 cl,"Metal,Recyclable Metals,Aluminium,fi:alumiinitölkki",Laitilan,"Beverages,Non-alcoholic beverages,Non-alcoholic beers",,fi:tuulisähköllä-tuotettu,Finland,b,Beverages,Unsweetened beverages,"Beverages,Unsweetened beverages",,,Non-alcoholic beers,0.55
4255,6418654005540,Pisara luovutusolut,33 cl,"Metal,Recyclable Metals,Aluminium,fi:pantti",Kukko,"Beverages,Alcoholic beverages,Beers,Non-alcoholic beverages,Non-alcoholic beers",,"No gluten,Crossed Grain Trademark",Finland,not-applicable,Beverages,Unsweetened beverages,"Beverages,Unsweetened beverages",,,Non-alcoholic beers,0.55
4256,6418724602754,Tipu,90g,"Paper,Box",Dammenberg,"Snacks,Sweet snacks,Cocoa and its products,Festive foods,Chocolates,Milk chocolates,Easter food",,"No gluten,Halal,Avainlippu,No eggs,No soy",Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Easter food,2.95
4257,6418785001831,Sima,"1,5 L",Plastic,Vip,"Beverages,Carbonated drinks,Sodas",,fi:pantti,Finland,e,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Sodas,0.55
4258,6419744004955,Metsästäjänleike ja Muusi,350 g,"Plastic,Pet-polyethylene-terephthalate,Cardboard,Other-plastics,Paperboard",Kokkikartano,"Meals,Microwave meals",,No lactose,Finland,c,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,Microwave meals,2.95
4259,6419744005303,Paneroitu kalaleike ja muusi,350 g,"Plastic,Pet-polyethylene-terephthalate,Cardboard,Other-plastics,Paperboard",Kokkikartano,"Seafood,Fishes and their products,Fishes,Meals,Fish fillets,Microwave meals",,"Sustainable,Sustainable fishery,No lactose,Sustainable Seafood MSC",Finland,c,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,Microwave meals,2.95
4260,6419744005365,Broilerpyörykät ja muusi,350 g,"Plastic,Pet-polyethylene-terephthalate,Container,Other-plastics,fi:♺",Kokkikartano,"Meals,Microwave meals",,"New,No lactose,fi:Hyvää Suomesta",Finland,c,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,Microwave meals,2.95
4261,6419744005396,Broilerin sisäfilee ja risotto,350 g,"Plastic,Pet-polyethylene-terephthalate,Cardboard,Other-plastics,Paperboard",Kokkikartano,"Meats and their products,Meals,Meals with meat,Rice dishes,Poultry meals,Risottos,Meals with chicken,Microwave meals,Chicken risottos",,"No gluten,No lactose",Finland,c,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,Chicken risottos,2.95
4262,6419800121251,Palautusjuoma suklaa,330 ml,"Multilayer-composite,Tetra Pak","Teho-sport,Olvi,Maitomaa","Dairies,Milks,Dietary supplements,Bodybuilding supplements,Lactose-free milk,Protein shakes",,"No gluten,No artificial sweeteners,No lactose",Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Protein shakes,1.05
4263,6419800121398,Palautusjuoma suklaa + kreatiini,"0,33 l","Multilayer-composite,Tetra Pak,Paper and cardboard / Plastic / Aluminium,Tetra Prisma Aseptic,84 C/PAP","Teho-sport,Olvi,Maitomaa","Beverages,Dairies,Dairy drinks,Dietary supplements,Bodybuilding supplements,Protein shakes",,No lactose,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Protein shakes,1.05
4264,6419800121466,Palautusjuoma valkosuklaa-vanilja,"0,33 l","Multilayer-composite,Tetra Pak,Paper and cardboard / Plastic / Aluminium,Tetra Prisma Aseptic,84 C/PAP","Teho-sport,Olvi,Maitomaa","Beverages,Dairies,Dairy drinks,Dietary supplements,Bodybuilding supplements,Protein shakes",,"Source of proteins,Avainlippu,High proteins",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Protein shakes,1.05
4265,6419811102409,Ruissydän,400 g,"Cardboard,Paperboard",Fazer,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Bran,Flakes,Cereal brans,Cereal flakes,Rolled flakes,Rye flakes",,"No added sugar,No additives,No wheat,fi:Sydänmerkki",Finland,b,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Rye flakes,2.65
4266,6420101882666,Ketsuppi,"1,2kg",Plastic,Meira,"Condiments,Sauces,Tomato sauces,Ketchup,Groceries",,"No preservatives,Avainlippu",Finland,d,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",,,Groceries,4.607
4267,6420256012079,Lauantai,150g,"Plastic,Pp-polypropylene","Malaco,Cloetta","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,"Sustainable farming,UTZ Certified,UTZ Certified Cocoa",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4268,6420256013380,Center,80g,"Plastic,Other-plastics,Wrapper",Cloetta,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Bars,Chocolate candies,Chocolates,Bars-covered-with-chocolate",,"Sustainable farming,UTZ Certified,UTZ Certified Cocoa",Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Bars-covered-with-chocolate,2.95
